Product Name,Sex,Category,Discounted Price,Original Price,Core Colors,Limited Edition Colors,Discounted Limited Edition Colors,Sizes,Discounted Limited Edition Colors Price
FIGS Lanyard,Women,Accessories,$12.00,16.0,"Black, Grey",Optic White,"British Racing Green, Sea Mist",O/S,10.4
FIGS Logo Beanie,Women,Accessories,$21.00,28.0,Espresso,,,O/S,18.2
FIGS | V Coterie Awesome Humans Enamel Pin,Women,Accessories,$8.25,11.0,Black,,,O/S,7.15
Modern Expandable Scrub Cap,Women,Accessories,$13.50,18.0,"Black, Navy, Burgundy",,,O/S,11.700000000000001
Elastic Headband with Buttonholes,Women,Accessories,$9.00,12.0,"Black, Mauve","Black/Grey, Citrine, Match Point Green, Neon Yellow",Limeade,O/S,7.800000000000001
Harlem Long Lab Coat,Men,Lab Coats,$88.50,118.0,White,,,"S, M, L, XL, 2XL",76.7
Harlem Slim Short Lab Coat,Men,Lab Coats,$73.50,98.0,White,,,"S, M, L, XL, 2XL",63.7
Harlem Short Lab Coat,Men,Lab Coats,$73.50,98.0,White,,,"S, M, L, XL, 2XL",63.7
FIGSPRO High Collar Lab Coat™,Men,Lab Coats,$102.70,158.0,"White, Willow",,,"XS, S, M, L, XL, 2XL",102.7
Harlem Slim Long Lab Coat,Men,Lab Coats,$88.50,118.0,White,,,"S, M, L, XL, 2XL",76.7
Harlem Long Lab Coat,Men,Lab Coats,$88.50,118.0,White,,,"S, M, L, XL, 2XL",76.7
Harlem Slim Short Lab Coat,Men,Lab Coats,$73.50,98.0,White,,,"S, M, L, XL, 2XL",63.7
Harlem Short Lab Coat,Men,Lab Coats,$73.50,98.0,White,,,"S, M, L, XL, 2XL",63.7
FIGSPRO High Collar Lab Coat™,Men,Lab Coats,$102.70,158.0,"White, Willow",,,"XS, S, M, L, XL, 2XL",102.7
Harlem Slim Long Lab Coat,Men,Lab Coats,$88.50,118.0,White,,,"S, M, L, XL, 2XL",76.7
Bellevue Slim Long Lab Coat,Women,Lab Coats,$88.50,118.0,White,,,"XS, S, M, L, XL, 2XL",76.7
Bellevue Long Lab Coat,Women,Lab Coats,$88.50,118.0,White,,,"XS, S, M, L, XL, 2XL",76.7
Bellevue Short Lab Coat,Women,Lab Coats,$73.50,98.0,White,,,"XS, S, M, L, XL, 2XL",63.7
FIGSPRO High Collar Lab Coat™,Women,Lab Coats,$118.50,158.0,"Bonsai, White, Twill",,,"XXS, XS, S, M, L, XL, 2XL",102.7
Double Breasted Lab Coat,Women,Lab Coats,$96.00,128.0,Optic White,,,"XS, S, M, L, XL",83.2
Bellevue Slim Short Lab Coat,Women,Lab Coats,$73.50,98.0,White,,,"XS, S, M, L, XL, 2XL",63.7
Bellevue Slim Long Lab Coat,Women,Lab Coats,$88.50,118.0,White,,,"XS, S, M, L, XL, 2XL",76.7
Bellevue Long Lab Coat,Women,Lab Coats,$88.50,118.0,White,,,"XS, S, M, L, XL, 2XL",76.7
Bellevue Short Lab Coat,Women,Lab Coats,$73.50,98.0,White,,,"XS, S, M, L, XL, 2XL",63.7
FIGSPRO High Collar Lab Coat™,Women,Lab Coats,$118.50,158.0,"Bonsai, White, Twill",,,"XXS, XS, S, M, L, XL, 2XL",102.7
Double Breasted Lab Coat,Women,Lab Coats,$96.00,128.0,Optic White,,,"XS, S, M, L, XL",83.2
Bellevue Slim Short Lab Coat,Women,Lab Coats,$73.50,98.0,White,,,"XS, S, M, L, XL, 2XL",63.7
Cobaki Scrub Jacket,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Burgundy, Charcoal, Moss","Dirty Chai, Emergency Yellow, Evergreen, Clay","Earth, Auburn, British Racing Green, Sea Mist, Fiery Coral, Limeade","XS, S, M, L, XL, 2XL",63.7
ContourKnit Scrub Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Graphite, Charcoal",Bonsai,Earth,"XS, S, M, L, XL, 2XL",63.7
On-Shift Sweater Knit Jacket™,Men,Jackets and Vests,$96.00,128.0,"Heather Dark Charcoal, Heather Light Grey","Heather Navy, Heather Moss/Limeade",Heather Auburn,"S, M, L, XL, 2XL",83.2
On-Shift Fleece Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Deep Charcoal",Espresso,,"XS, S, M, L, XL, 2XL",63.7
On-Shift High Pile Fleece Bomber Jacket™,Men,Jackets and Vests,$96.00,128.0,Black,,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Reversible Puffer Jacket™,Men,Jackets and Vests,$148.50,198.0,Paramedic Red,,,"XS, S, M, L, XL, 2XL",128.70000000000002
On-Shift Sweater Knit Vest™,Men,Jackets and Vests,$73.50,98.0,Heather Dark Charcoal,,,"S, M, L, XL, 2XL",63.7
On-Shift Fleece Vest™,Men,Jackets and Vests,$66.00,88.0,"Black, Navy, Deep Charcoal",,,"S, M, L, XL, 2XL",57.2
On-Shift Sherpa Jacket™,Men,Jackets and Vests,$96.00,128.0,"Black, Dark Charcoal","Auburn, Hunter Green",,"S, M, L, XL, 2XL",83.2
Dunn FREEx Scrub Jacket™,Men,Jackets and Vests,$76.80,128.0,Black,,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Float Bomber Jacket™,Men,Jackets and Vests,$111.00,148.0,Navy,,,"XS, S, M, L, XL, 2XL",96.2
Denver Scrub Jacket,Men,Jackets and Vests,$66.00,88.0,"Black, Navy, Royal Blue",Oasis,,"XS, S, M, L, XL, 2XL",57.2
On-Shift Packable Puffer Jacket™,Men,Jackets and Vests,$126.00,168.0,"Black, Navy, Charcoal, Moss","Auburn, British Racing Green",,"XS, S, M, L, XL, 2XL",109.2
On-Shift Packable Puffer Vest™,Men,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Full Zip Hoodie™,Men,Jackets and Vests,$51.00,68.0,"Black, Heather Grey",,,"XS, S, M, L, XL, 2XL",44.2
On-Shift Bomber Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",63.7
On-Shift Extremes Jacket™,Men,Jackets and Vests,$83.20,128.0,"Black, Navy, British Racing Green",,,"XS, S, M, L, XL, 2XL",83.2
Zahn Puffer,Men,Jackets and Vests,$223.50,298.0,"Black, Caribbean Blue",,,"S, M, L, XL, 2XL",193.70000000000002
Reed Scrub Jacket,Men,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Embossed Jacket™,Men,Jackets and Vests,$73.50,98.0,Black,,,"XS, S, M, L, XL, 2XL",63.7
Essential Hoodie,Men,Jackets and Vests,$51.00,68.0,Heather Grey,,,"S, M, L, XL, 2XL",44.2
On-Shift Indestructible Jacket™,Men,Jackets and Vests,$109.20,168.0,Earth,,,"XS, S, M, L, XL, 2XL",109.2
Zapote Scrub Jacket,Men,Jackets and Vests,$66.00,88.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",57.2
On-Shift ¼ Zip Sweater Knit™,Men,Jackets and Vests,$76.70,118.0,"Heather Dark Charcoal, Heather Latte",,,"S, M, L, XL, 2XL",76.7
Cobaki Scrub Jacket,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Burgundy, Charcoal, Moss","Dirty Chai, Emergency Yellow, Evergreen, Clay","Earth, Auburn, British Racing Green, Sea Mist, Fiery Coral, Limeade","XS, S, M, L, XL, 2XL",63.7
ContourKnit Scrub Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Graphite, Charcoal",Bonsai,Earth,"XS, S, M, L, XL, 2XL",63.7
On-Shift Sweater Knit Jacket™,Men,Jackets and Vests,$96.00,128.0,"Heather Dark Charcoal, Heather Light Grey","Heather Navy, Heather Moss/Limeade",Heather Auburn,"S, M, L, XL, 2XL",83.2
On-Shift Fleece Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy, Deep Charcoal",Espresso,,"XS, S, M, L, XL, 2XL",63.7
On-Shift High Pile Fleece Bomber Jacket™,Men,Jackets and Vests,$96.00,128.0,Black,,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Reversible Puffer Jacket™,Men,Jackets and Vests,$148.50,198.0,Paramedic Red,,,"XS, S, M, L, XL, 2XL",128.70000000000002
On-Shift Sweater Knit Vest™,Men,Jackets and Vests,$73.50,98.0,Heather Dark Charcoal,,,"S, M, L, XL, 2XL",63.7
On-Shift Fleece Vest™,Men,Jackets and Vests,$66.00,88.0,"Black, Navy, Deep Charcoal",,,"S, M, L, XL, 2XL",57.2
On-Shift Sherpa Jacket™,Men,Jackets and Vests,$96.00,128.0,"Black, Dark Charcoal","Auburn, Hunter Green",,"S, M, L, XL, 2XL",83.2
Dunn FREEx Scrub Jacket™,Men,Jackets and Vests,$76.80,128.0,Black,,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Float Bomber Jacket™,Men,Jackets and Vests,$111.00,148.0,Navy,,,"XS, S, M, L, XL, 2XL",96.2
Denver Scrub Jacket,Men,Jackets and Vests,$66.00,88.0,"Black, Navy, Royal Blue",Oasis,,"XS, S, M, L, XL, 2XL",57.2
On-Shift Packable Puffer Jacket™,Men,Jackets and Vests,$126.00,168.0,"Black, Navy, Charcoal, Moss","Auburn, British Racing Green",,"XS, S, M, L, XL, 2XL",109.2
On-Shift Packable Puffer Vest™,Men,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Full Zip Hoodie™,Men,Jackets and Vests,$51.00,68.0,"Black, Heather Grey",,,"XS, S, M, L, XL, 2XL",44.2
On-Shift Bomber Jacket™,Men,Jackets and Vests,$73.50,98.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",63.7
On-Shift Extremes Jacket™,Men,Jackets and Vests,$83.20,128.0,"Black, Navy, British Racing Green",,,"XS, S, M, L, XL, 2XL",83.2
Zahn Puffer,Men,Jackets and Vests,$223.50,298.0,"Black, Caribbean Blue",,,"S, M, L, XL, 2XL",193.70000000000002
Reed Scrub Jacket,Men,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Embossed Jacket™,Men,Jackets and Vests,$73.50,98.0,Black,,,"XS, S, M, L, XL, 2XL",63.7
Essential Hoodie,Men,Jackets and Vests,$51.00,68.0,Heather Grey,,,"S, M, L, XL, 2XL",44.2
On-Shift Indestructible Jacket™,Men,Jackets and Vests,$109.20,168.0,Earth,,,"XS, S, M, L, XL, 2XL",109.2
Zapote Scrub Jacket,Men,Jackets and Vests,$66.00,88.0,"Black, Navy",,,"XS, S, M, L, XL, 2XL",57.2
On-Shift ¼ Zip Sweater Knit™,Men,Jackets and Vests,$76.70,118.0,"Heather Dark Charcoal, Heather Latte",,,"S, M, L, XL, 2XL",76.7
Sydney Scrub Jacket,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Ceil Blue, Mauve, Charcoal, Moss","Deep Reef, Emergency Yellow, Hydrogreen, Purple Jam","Earth, Auburn, Hunter Green, Limeade","XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Fleece Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Deep Charcoal",Dirty Chai,Auburn,"XS, S, M, L, XL, 2XL",63.7
Sebina Scrub Jacket,Women,Jackets and Vests,$66.00,88.0,"Black, Navy, Royal Blue","Bonsai, Evergreen",,"XXS, XS, S, M, L, XL, 2XL",57.2
On-Shift High Pile Fleece Bomber Jacket™,Women,Jackets and Vests,$96.00,128.0,"Black, Espresso, Bone",,,"XXS, XS, S, M, L, XL, 2XL",83.2
ContourKnit Scrub Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Graphite, Royal Blue, Mauve, Moss","Bonsai, Dirty Chai, Shocking Pink, Purple Jam","Earth, Fern, Auburn, Sea Mist","XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Fleece Vest™,Women,Jackets and Vests,$66.00,88.0,"Black, Navy, Deep Charcoal",,,"XS, S, M, L, XL, 2XL",57.2
On-Shift Sweater Knit Jacket™,Women,Jackets and Vests,$96.00,128.0,"Heather Dark Charcoal, Heather Light Grey","Heather Cactus, Heather Navy",Heather Auburn,"XS, S, M, L, XL, 2XL",83.2
On-Shift Sweater Knit Vest™,Women,Jackets and Vests,$73.50,98.0,Heather Dark Charcoal,Heather Navy,,"XS, S, M, L, XL, 2XL",63.7
Bellery Scrub Jacket,Women,Jackets and Vests,$66.00,88.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",57.2
On-Shift Full Zip Hoodie™,Women,Jackets and Vests,$51.00,68.0,"Black, Heather Grey",,,"XXS, XS, S, M, L, XL, 2XL",44.2
On-Shift Packable Puffer Jacket™,Women,Jackets and Vests,$126.00,168.0,"Black, Navy, Burgundy, Mauve",Winning Blue,"British Racing Green, Limeade","XXS, XS, S, M, L, XL, 2XL",109.2
On-Shift Packable Puffer Vest™,Women,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Sherpa Jacket™,Women,Jackets and Vests,$96.00,128.0,"Black, Dark Charcoal",Auburn,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Extremes Jacket™,Women,Jackets and Vests,$83.20,128.0,"Black, Navy, British Racing Green",,,"XXS, XS, S, M, L, XL, 2XL",83.2
CYA Sydney Scrub Jacket,Women,Jackets and Vests,$88.50,118.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",76.7
Page Scrub Jacket,Women,Jackets and Vests,$96.00,128.0,"Black, Navy, Moss",Bonsai,,"XS, S, M, L, XL, 2XL",83.2
On-Shift ¼ Zip Sweater Knit™,Women,Jackets and Vests,$76.70,118.0,Heather Espresso,,,"XS, S, M, L, XL, 2XL",76.7
Craighill FREEx Scrub Jacket™,Women,Jackets and Vests,$76.80,128.0,Black,"Camo Bonsai, Camo Martini Olive",,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Float Bomber Jacket™,Women,Jackets and Vests,$111.00,148.0,"Black, Charcoal, Moss",,,"XXS, XS, S, M, L, XL, 2XL",96.2
On-Shift Float Bomber Vest™,Women,Jackets and Vests,$96.00,128.0,"Black, Charcoal, Moss",,,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Bomber Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Extremes Vest™,Women,Jackets and Vests,$63.70,98.0,British Racing Green,,,"XXS, XS, S, M, L, XL, 2XL",63.7
Essential Hoodie,Women,Jackets and Vests,$51.00,68.0,Heather Grey,,,"XS, S, M, L, XL, 2XL",44.2
Özlem Puffer 2.0,Women,Jackets and Vests,$223.50,298.0,Caribbean Blue,,,"XS, S, M, L, XL, 2XL",193.70000000000002
Sydney Scrub Jacket,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Ceil Blue, Mauve, Charcoal, Moss","Deep Reef, Emergency Yellow, Hydrogreen, Purple Jam","Earth, Auburn, Hunter Green, Limeade","XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Fleece Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Deep Charcoal",Dirty Chai,Auburn,"XS, S, M, L, XL, 2XL",63.7
Sebina Scrub Jacket,Women,Jackets and Vests,$66.00,88.0,"Black, Navy, Royal Blue","Bonsai, Evergreen",,"XXS, XS, S, M, L, XL, 2XL",57.2
On-Shift High Pile Fleece Bomber Jacket™,Women,Jackets and Vests,$96.00,128.0,"Black, Espresso, Bone",,,"XXS, XS, S, M, L, XL, 2XL",83.2
ContourKnit Scrub Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy, Graphite, Royal Blue, Mauve, Moss","Bonsai, Dirty Chai, Shocking Pink, Purple Jam","Earth, Fern, Auburn, Sea Mist","XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Fleece Vest™,Women,Jackets and Vests,$66.00,88.0,"Black, Navy, Deep Charcoal",,,"XS, S, M, L, XL, 2XL",57.2
On-Shift Sweater Knit Jacket™,Women,Jackets and Vests,$96.00,128.0,"Heather Dark Charcoal, Heather Light Grey","Heather Cactus, Heather Navy",Heather Auburn,"XS, S, M, L, XL, 2XL",83.2
On-Shift Sweater Knit Vest™,Women,Jackets and Vests,$73.50,98.0,Heather Dark Charcoal,Heather Navy,,"XS, S, M, L, XL, 2XL",63.7
Bellery Scrub Jacket,Women,Jackets and Vests,$66.00,88.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",57.2
On-Shift Full Zip Hoodie™,Women,Jackets and Vests,$51.00,68.0,"Black, Heather Grey",,,"XXS, XS, S, M, L, XL, 2XL",44.2
On-Shift Packable Puffer Jacket™,Women,Jackets and Vests,$126.00,168.0,"Black, Navy, Burgundy, Mauve",Winning Blue,"British Racing Green, Limeade","XXS, XS, S, M, L, XL, 2XL",109.2
On-Shift Packable Puffer Vest™,Women,Jackets and Vests,$96.00,128.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Sherpa Jacket™,Women,Jackets and Vests,$96.00,128.0,"Black, Dark Charcoal",Auburn,,"XS, S, M, L, XL, 2XL",83.2
On-Shift Extremes Jacket™,Women,Jackets and Vests,$83.20,128.0,"Black, Navy, British Racing Green",,,"XXS, XS, S, M, L, XL, 2XL",83.2
CYA Sydney Scrub Jacket,Women,Jackets and Vests,$88.50,118.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",76.7
Page Scrub Jacket,Women,Jackets and Vests,$96.00,128.0,"Black, Navy, Moss",Bonsai,,"XS, S, M, L, XL, 2XL",83.2
On-Shift ¼ Zip Sweater Knit™,Women,Jackets and Vests,$76.70,118.0,Heather Espresso,,,"XS, S, M, L, XL, 2XL",76.7
Craighill FREEx Scrub Jacket™,Women,Jackets and Vests,$76.80,128.0,Black,"Camo Bonsai, Camo Martini Olive",,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Float Bomber Jacket™,Women,Jackets and Vests,$111.00,148.0,"Black, Charcoal, Moss",,,"XXS, XS, S, M, L, XL, 2XL",96.2
On-Shift Float Bomber Vest™,Women,Jackets and Vests,$96.00,128.0,"Black, Charcoal, Moss",,,"XXS, XS, S, M, L, XL, 2XL",83.2
On-Shift Bomber Jacket™,Women,Jackets and Vests,$73.50,98.0,"Black, Navy",,,"XXS, XS, S, M, L, XL, 2XL",63.7
On-Shift Extremes Vest™,Women,Jackets and Vests,$63.70,98.0,British Racing Green,,,"XXS, XS, S, M, L, XL, 2XL",63.7
Essential Hoodie,Women,Jackets and Vests,$51.00,68.0,Heather Grey,,,"XS, S, M, L, XL, 2XL",44.2
Özlem Puffer 2.0,Women,Jackets and Vests,$223.50,298.0,Caribbean Blue,,,"XS, S, M, L, XL, 2XL",193.70000000000002
Makato Seamless Longsleeve Underscrub,Men,Underscrubs,$43.50,58.0,"Black, Navy, Graphite","Emergency Yellow, Evergreen, Shaka Orange, Light Dark Harbor, Match Point Green","Hunter Green, Oasis, Dark Auburn","S, M, L, XL, 2XL",37.7
Waffle Longsleeve Underscrub,Men,Underscrubs,$43.50,58.0,"Black, Dirty Chai, Espresso, Bone",,,"XS, S, M, L, XL, 2XL",37.7
Chill Pill Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,Black,,,"XS, S, M, L, XL, 2XL",24.7
Dogtor Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
FIGS Logo Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,Black,,,"XS, S, M, L, XL, 2XL",24.7
Heart Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Stethoscope Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,Black,,,"XS, S, M, L, XL, 2XL",24.7
Oat Milk Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,"Black, White",,,"S, M, L, XL, 2XL",24.7
Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,"Black, White",,,"S, M, L, XL, 2XL",18.2
Anatomic Heart Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,Black,,,"XS, S, M, L, XL, 2XL",18.2
Coffee Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,Black,,,"XS, S, M, L, XL, 2XL",18.2
Tri Window Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,Black,,,"XS, S, M, L, XL, 2XL",18.2
F Cancer Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Tennis Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"XS, S, M, L, XL, 2XL",18.2
FIGS Logo Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Scrubs That Don't Suck Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"XS, S, M, L, XL, 2XL",18.2
Icon Drawings Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Makato Seamless Shortsleeve Underscrub,Men,Underscrubs,$40.50,54.0,Optic White,,,"XS, S, M, L, XL, 2XL",35.1
Prick Shortsleeve Underscrub,Men,Underscrubs,$21.00,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
FIGS x Team USA Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
Aesthetician Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"S, M, L, XL, 2XL",18.2
Dental Hygienist Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"S, M, L, XL, 2XL",18.2
Dental Student Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"XS, S, M, L, XL, 2XL",18.2
Dentist Supersoft Shortsleeve Underscrub,Men,Underscrubs,$21.00,28.0,White,,,"S, M, L, XL, 2XL",18.2
Makato Seamless Longsleeve Underscrub,Men,Underscrubs,$43.50,58.0,"Black, Navy, Graphite","Emergency Yellow, Evergreen, Shaka Orange, Light Dark Harbor, Match Point Green","Hunter Green, Oasis, Dark Auburn","S, M, L, XL, 2XL",37.7
Waffle Longsleeve Underscrub,Men,Underscrubs,$43.50,58.0,"Black, Dirty Chai, Espresso, Bone",,,"XS, S, M, L, XL, 2XL",37.7
Chill Pill Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,Black,,,"XS, S, M, L, XL, 2XL",24.7
Dogtor Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,White,,,"XS, S, M, L, XL, 2XL",24.7
FIGS Logo Supersoft Longsleeve Underscrub,Men,Underscrubs,$28.50,38.0,Black,,,"XS, S, M, L, XL, 2XL",24.7
